chartId,stack,family,heroPosition,villainPosition,hand,appAction,sourceAction,sourceStatus,sourceFile,sourceReference,cellSource,matchYesNo,isHighRiskHand,changedYesNo,reason
15:UTG_RFI,15,RFI,UTG,NONE,A2s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,AKo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,AQo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,AJo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,ATo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,A9o,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,A8o,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,A7o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,A6o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,A5o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,A4o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,A3o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,A2o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,KQs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,KJs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,KTs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,K9s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,KQo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,KJo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,KTo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,QJs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,QTs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,Q9s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,QJo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,QTo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,JTs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,J9s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,JTo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,T9s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,98s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,87s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,76s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,65s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG_RFI,15,RFI,UTG,NONE,54s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,AA,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,KK,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,QQ,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,JJ,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,TT,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,99,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,88,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,77,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,66,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,55,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,44,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,33,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,22,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,AKs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,AQs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,AJs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,ATs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A9s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A8s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A7s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A6s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A5s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A4s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A3s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A2s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,AKo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,AQo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,AJo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,ATo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A9o,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A8o,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A7o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A6o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A5o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A4o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A3o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,A2o,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,KQs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,KJs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,KTs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,K9s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,KQo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,KJo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,KTo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,QJs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,QTs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,Q9s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,QJo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,QTo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,JTs,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,J9s,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,JTo,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,T9s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,98s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,87s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,76s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,65s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:UTG1_RFI,15,RFI,UTG1,NONE,54s,FOLD,FOLD,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key UTG1_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:MP_RFI,15,RFI,MP,NONE,AA,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key MP_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:MP_RFI,15,RFI,MP,NONE,KK,RAISE,RAISE,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key MP_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
15:MP_RFI,15,RFI,MP,NONE,QQ,JAM,JAM,source_backed,15bb-gto-charts.pdf,Imported from 15bb-gto-charts.pdf using chart key MP_RFI.,imported,yes,true,no,Exact imported source cell matches the app matrix.
